package,github,n_downloads,n_prod_deps,n_dev_deps,stars,issues
hexo-generator-feed,hexojs/hexo-generator-feed,208378.0,2,9,539,207
image-min,kevva/image-min,27224.0,7,2,5481,412
redux-starter-kit,reduxjs/redux-starter-kit,505476.0,6,11,10323,3596
eases,mattdesl/eases,3347938.0,0,1,374,7
@loopback/metadata,loopbackio/loopback-next,2020505.0,4,6,4821,10040
layui-src,sentsin/layui,40911.0,0,24,28672,1411
@graphql-mesh/mysql,ardatan/graphql-mesh,380462.0,7,0,3142,6207
@typespec/openapi3,microsoft/typespec,46789.0,5,17,2133,2984
@subsquid/substrate-processor,subsquid/squid,46318.0,14,3,1140,250
vite-plugin-compression2,nonzzz/vite-plugin-compression,95394.0,2,15,102,43
@rmwc/radio,rmwc/rmwc,300190.0,8,0,1640,1358
@solana/wallet-adapter-phantom,solana-labs/wallet-adapter,1840397.0,2,2,1266,900
typed-rest-client,Microsoft/typed-rest-client,20758613.0,3,8,660,353
test-keyboard,remirror/remirror,141307.0,3,0,2562,2085
@remixproject/plugin,ethereum/remix-plugin,611850.0,3,0,153,435
@types/passport.socketio,DefinitelyTyped/DefinitelyTyped,64302.0,4,0,46776,66341
requestidlecallback,aFarkas/requestIdleCallback,11059232.0,0,5,179,10
@govuk-react/lib,govuk-react/govuk-react,160981.0,2,0,391,1586
@commercetools-uikit/pagination,commercetools/ui-kit,205608.0,19,2,144,2733
babel-plugin-transform-flow-strip-types,babel/babel,34363465.0,1,1,42821,15604
@garfish/browser-vm,bytedance/garfish,70073.0,4,1,2334,626
git-raw-commits,conventional-changelog/conventional-changelog,193218496.0,3,0,7496,1213
itty-router,kwhitley/itty-router,1173793.0,0,36,1532,204
@types/walk,DefinitelyTyped/DefinitelyTyped,323983.0,1,0,46776,66341
@sumup/circuit-ui,sumup-oss/circuit-ui,116472.0,13,27,891,2459
@node-rs/xxhash-android-arm64,napi-rs/node-rs,1280297.0,0,0,945,802
expo-firebase-core,expo/expo,907410.0,2,1,28137,26977
diskusage,jduncanator/node-diskusage,2211134.0,2,1,150,61
@saas-ui/persona,saas-js/saas-ui,55195.0,3,0,1112,208
express-validator,express-validator/express-validator,25268042.0,2,15,6039,1283
magicli,DiegoZoracKy/magicli,12352632.0,4,1,180,3
@visx/visx,airbnb/visx,865777.0,33,0,18527,1505
@remirror/extension-react-tables,remirror/remirror,761899.0,17,7,2562,2085
gatsby-remark-embedder,MichaelDeBoey/gatsby-remark-embedder,107811.0,7,5,296,245
updtr,peerigon/updtr,70867.0,12,22,2211,88
keystone,keystonejs/keystone,58142.0,96,28,8766,8147
js-obfuscator,caiguanhao/js-obfuscator,22187.0,5,2,115,21
wallpaper,sindresorhus/wallpaper,28996.0,0,3,1014,95
enumify,rauschma/enumify,742802.0,0,3,664,29
css-inline,Stranger6667/css-inline,22845.0,0,0,202,339
bee-queue,bee-queue/bee-queue,1194360.0,3,22,3564,775
formsy-react,formsy/formsy-react,1163031.0,5,18,763,711
shader-doodle,halvves/shader-doodle,36396.0,0,9,493,47
aws-appsync-react,awslabs/aws-mobile-appsync-sdk-js,194026.0,4,7,912,759
kyt-utils,nytimes/kyt,122835.0,0,1,1919,1173
card.io.cordova.mobilesdk,card-io/card.io-Cordova-Plugin,26636.0,0,0,176,97
flot,flot/flot,2785148.0,0,29,5951,1862
vega-label,vega/vega,9232705.0,4,1,10797,3857
@mr-hope/vuepress-types,vuepress-theme-hope/vuepress-theme-hope,46527.0,8,0,1797,3655
@types/yoga-layout,DefinitelyTyped/DefinitelyTyped,42509835.0,0,0,46776,66341
postcss-minify-params,cssnano/cssnano,557938366.0,4,1,4599,1567
create-graphback,aerogear/graphback,1037956.0,10,15,408,2303
@isomorphic-git/lightning-fs,isomorphic-git/lightning-fs,374416.0,4,18,461,125
@expo/config-types,expo/expo,53986815.0,0,3,28137,26977
@types/react-native-modals,DefinitelyTyped/DefinitelyTyped,36666.0,2,0,46776,66341
@types/color-namer,DefinitelyTyped/DefinitelyTyped,55208.0,0,0,46776,66341
@malloydata/db-postgres,malloydata/malloy,49299.0,4,0,1781,1602
bitbucket,MunifTanjim/node-bitbucket,1229421.0,5,35,104,137
@azure/identity-vscode,Azure/azure-sdk-for-js,159404.0,3,22,1903,28860
@sentry/integrations,getsentry/sentry-javascript,95240992.0,4,2,7568,10528
@react-spectrum/card,adobe/react-spectrum,56906.0,20,1,11345,5392
tern,ternjs/tern,509140.0,7,1,4242,1054
@microsoft/applicationinsights-dependencies-js,microsoft/ApplicationInsights-JS,17981508.0,7,21,624,2276
moment-locales-webpack-plugin,iamakulov/moment-locales-webpack-plugin,13637687.0,3,8,433,61
azure-devops-extension-sdk,Microsoft/azure-devops-extension-sdk,67734.0,0,7,117,102
@better-typescript-lib/es2022,uhyo/better-typescript-lib,126524.0,1,0,371,38
component,componentjs/component,117118.0,20,2,4562,643
bem-cn,albburtsev/bem-cn,327494.0,0,11,317,69
plotly.js-gl3d-dist,plotly/plotly.js,51883.0,0,0,16435,6903
httpntlm,SamDecrock/node-http-ntlm,48168315.0,4,4,189,109
@types/parse-gitignore,DefinitelyTyped/DefinitelyTyped,314137.0,1,0,46776,66341
fabric-shim,hyperledger/fabric-chaincode-node,1399974.0,15,13,235,417
@fab/actions,fab-spec/fab,22032.0,24,0,579,485
@fern-api/manage-generator,fern-api/fern,61075.0,4,10,2246,3128
@alfresco/adf-extensions,Alfresco/alfresco-ng2-components,336434.0,4,0,290,9427
@dillonkearns/elm-graphql,dillonkearns/elm-graphql,190470.0,3,13,775,629
jquery-form,jquery-form/form,2272451.0,1,8,5209,606
graphql-config-utilities,Shopify/quilt,6170534.0,2,0,1644,2699
gulp-nunjucks-render,carlosl/gulp-nunjucks-render,360705.0,5,3,149,81
@types/react-tooltip,wwayne/react-tooltip,6482409.0,1,0,3415,1140
vue3-lottie,megasanjay/vue3-lottie,530541.0,3,13,306,529
react-organizational-chart,daniel-hauser/react-organizational-chart,719269.0,3,23,159,64
mirakurun,Chinachu/Mirakurun,183105.0,20,28,584,131
rc-scroll-anim,react-component/scroll-anim,127308.0,6,12,305,93
@rimbu/collection-types,rimbu-org/rimbu,49839.0,4,0,123,201
twitter-api-v2,plhery/node-twitter-api-v2,4411161.0,0,12,1164,372
@material-design-icons/font,marella/material-design-icons,424869.0,0,1,140,19
tap,tapjs/tapjs,11739973.0,19,0,2293,998
next-joi,codecoolture/next-joi,96885.0,2,17,113,17
@types/drawflow,DefinitelyTyped/DefinitelyTyped,252092.0,0,0,46776,66341
@backstage/plugin-kafka-backend,backstage/backstage,184642.0,10,5,25846,22385
@types/uzip,DefinitelyTyped/DefinitelyTyped,32705.0,0,0,46776,66341
@contentful/f36-icons,contentful/forma-36,2799514.0,7,0,321,2654
vorpal,dthree/vorpal,2256042.0,10,17,5617,359
@fluentui/react-aria,microsoft/fluentui,1020116.0,10,4,17496,30035
jquery-inview,protonet/jquery.inview,127842.0,0,0,1675,84
@nxrocks/nx-flutter,tinesoft/nxrocks,81962.0,6,0,284,213
primer-marketing-support,primer/primer,67127.0,1,0,12423,2507
array-pull-all-with-glob,codsen/codsen,410710.0,1,0,176,91
@types/whatwg-encoding,DefinitelyTyped/DefinitelyTyped,1145850.0,0,0,46776,66341
emojione-picker,tommoor/emojione-picker,27534.0,8,18,261,121
@material-ui/unstyled,mui-org/material-ui,3738848.0,9,0,91099,40353
@figma/plugin-typings,figma/plugin-typings,816676.0,0,1,173,280
@now/static-build,vercel/vercel,49566.0,0,11,11987,7548
@types/remotedev-serialize,DefinitelyTyped/DefinitelyTyped,63115.0,1,0,46776,66341
@jupyterlab/json-extension,jupyterlab/jupyterlab,1248927.0,14,6,13667,15931
@zag-js/types,chakra-ui/zag,969344.0,1,1,3551,1260
lodash.spread,lodash/lodash,151808.0,0,0,58625,5615
@automattic/languages,Automattic/wp-calypso,49584.0,1,11,12334,87258
@varlet/touch-emulator,varletjs/varlet,52775.0,0,1,4626,1529
@types/tunnel,DefinitelyTyped/DefinitelyTyped,80685384.0,1,0,46776,66341
@ledgerhq/hw-transport-node-hid,LedgerHQ/ledger-live,1976658.0,8,8,379,6378
@umijs/bundler-vite,umijs/umi,1429428.0,10,5,14793,10468
@types/kolite,DefinitelyTyped/DefinitelyTyped,22893.0,2,0,46776,66341
vlq,Rich-Harris/vlq,104627185.0,0,2,196,19
@pankod/refine-core,refinedev/refine,191207.0,14,21,23003,5483
graphile-utils,graphile/graphile-engine,2314666.0,10,8,752,853
@mapbox/geojson-area,mapbox/geojson-area,10701145.0,1,2,118,12
@theme-ui/preset-swiss,system-ui/theme-ui,315461.0,1,1,5199,2259
vue-animejs,BenAHammond/vue-anime,139101.0,1,12,177,20
@fluentui/react-positioning,microsoft/fluentui,1008461.0,11,3,17496,30035
@storybook/channel-postmessage,storybookjs/storybook,308524883.0,2,1,82328,24197
@esri/arcgis-rest-geocoding,Esri/arcgis-rest-js,83204.0,6,2,329,1144
@cspell/dict-nb-no,streetsidesoftware/cspell-dicts,24657.0,0,0,200,3021
@tsed/json-mapper,tsedio/tsed,575565.0,3,6,2705,2503
nextjs-cors,yonycalsin/nextjs-cors,1537432.0,2,13,202,88
@ionic-native/pin-check,ionic-team/ionic-native,22780.0,3,0,2360,4704
@s-ui/bundler,SUI-Components/sui,77536.0,36,0,163,1731
d3-contour,d3/d3-contour,84432225.0,1,15,492,74
remark-lint-no-empty-url,remarkjs/remark-lint,538656.0,5,0,900,309
@dcloudio/uts-win32-x64-msvc,dcloudio/uni-app,37130.0,0,0,39220,4667
accordion-collapse-react-native,marouanekadiri/Accordion-Collapse-react-native,372889.0,3,11,165,89
@types/prettier-linter-helpers,DefinitelyTyped/DefinitelyTyped,274213.0,0,0,46776,66341
react-soundplayer,soundblogs/react-soundplayer,97465.0,5,18,1461,146
justified-layout,flickr/justified-layout,162970.0,0,8,1580,68
@types/styled-system__theme-get,DefinitelyTyped/DefinitelyTyped,4100328.0,0,0,46776,66341
rn-sliding-up-panel,octopitus/rn-sliding-up-panel,284324.0,5,12,923,223
d3-svg-annotation,susielu/d3-annotation,122184.0,5,21,744,96
@redocly/ajv,ajv-validator/ajv,15108770.0,4,41,13248,2373
@loaders.gl/obj,visgl/loaders.gl,379631.0,3,0,644,2889
gritter,jboesch/Gritter,50374.0,0,0,885,71
@types/wait-on,DefinitelyTyped/DefinitelyTyped,23152797.0,1,0,46776,66341
@pixi/filter-convolution,pixijs/filters,458831.0,1,2,870,444
lodash.iselement,lodash/lodash,148894.0,0,0,58625,5615
@magic-sdk/provider,magiclabs/magic-js,2102198.0,4,5,447,701
webpack-merge-and-include-globally,markshapiro/webpack-merge-and-include-globally,2148642.0,4,23,101,94
cleave.js,nosir/cleave.js,11485644.0,0,36,17927,717
@aws-sdk/client-cloudhsm-v2,aws/aws-sdk-js-v3,119043.0,40,7,2801,5575
@makerdao/multicall,makerdao/multicall.js,48715.0,8,22,415,60
gulp-grunt,gratimax/gulp-grunt,34551.0,1,4,167,34
ionic2-calendar,twinssbc/Ionic2-Calendar,101456.0,5,0,383,675
viem,wevm/viem,1826828.0,9,0,1947,1464
react-native-markdown-display,iamacup/react-native-markdown-display,2070129.0,6,10,501,212
@builder.io/sdk,BuilderIO/builder,1229303.0,3,36,6510,3033
io.appium.settings,appium/io.appium.settings,7933717.0,7,33,106,156
@react-native-community/cli-doctor,react-native-community/cli,39516200.0,17,7,2216,2313
@cloudflare/speedtest,cloudflare/speedtest,25278.0,3,16,359,33
just-percentile,angus-c/just,36934.0,0,0,5748,577
@types/qlik-engineapi,DefinitelyTyped/DefinitelyTyped,313699.0,0,0,46776,66341
@radix-ui/react-checkbox,radix-ui/primitives,8570504.0,13,0,13702,2183
waveform-playlist,naomiaro/waveform-playlist,21676.0,12,14,1409,239
watson-speech,watson-developer-cloud/speech-javascript-sdk,189884.0,16,33,256,234
@aws-sdk/client-redshift-data,aws/aws-sdk-js-v3,1379260.0,41,8,2801,5575
@rest-hooks/legacy,data-client/rest-hooks,193780.0,6,9,1875,2958
@fluentui/react-theme,microsoft/fluentui,1224788.0,2,3,17496,30035
react-sidenav,wmira/react-sidenav,26301.0,2,26,338,148
postcss-loader,webpack-contrib/postcss-loader,809856827.0,6,39,2845,685
@types/intro.js,DefinitelyTyped/DefinitelyTyped,1664556.0,0,0,46776,66341
@googleapis/dataflow,googleapis/google-api-nodejs-client,21891.0,1,8,11104,3369
cordova-plugin-network-information,apache/cordova-plugin-network-information,1572582.0,0,1,462,158
@john-osullivan/react-window-dynamic-fork,bvaughn/react-window,318130.0,4,40,15149,754
react-suspense-fetch,dai-shi/react-suspense-fetch,61010.0,0,25,296,53
choo,choojs/choo,28497.0,13,13,6771,713
json2xls,rikkertkoppes/json2xls,1500094.0,1,0,274,59
bootstrap-rtl,morteza/bootstrap-rtl,99591.0,1,3,959,141
@vtmn/vue,Decathlon/vitamin-web,29908.0,4,52,259,1456
@fontsource/heebo,fontsource/font-files,48299.0,0,0,110,62
tencentcloud-sdk-nodejs-iecp,tencentcloud/tencentcloud-sdk-nodejs,56368.0,1,10,345,147
@internationalized/message,adobe/react-spectrum,20063801.0,2,0,11345,5392
@react-native-community/cli-server-api,react-native-community/cli,61417418.0,9,4,2216,2313
@react-md/list,mlaursen/react-md,75992.0,10,2,2349,1460
@alenaksu/json-viewer,alenaksu/json-viewer,92509.0,1,23,134,48
vue-template-compiler,vuejs/vue,136571744.0,2,1,206574,12525
@types/scrollreveal,DefinitelyTyped/DefinitelyTyped,120863.0,0,0,46776,66341
@sanity/block-content-to-react,sanity-io/block-content-to-react,1976773.0,3,17,163,59
primer-breadcrumb,primer/primer,92946.0,1,0,12423,2507
vash,kirbysayshi/vash,94555.0,3,5,524,144
@aws-cdk/aws-transfer,aws/aws-cdk,549841.0,4,5,11030,28455
@ethersproject/rlp,ethers-io/ethers.js,49554699.0,2,0,7354,3106
semaphore,abrkn/semaphore.js,18234348.0,0,2,113,24
@semcore/portal,semrush/intergalactic,276572.0,4,3,124,1196
glsl-transpiler,stackgl/glsl-transpiler,44566.0,6,11,169,60
stylelint-scss,stylelint-scss/stylelint-scss,105466435.0,6,13,848,979
cognito-local,jagregory/cognito-local,93406.0,14,36,255,387
less-plugin-functions,seven-phases-max/less-plugin-functions,40559.0,0,7,111,14
@bentley/backend-webpack-tools,imodeljs/imodeljs,26700.0,13,1,561,5500
@dcloudio/uni-h5-ui,dcloudio/uni-app,77895.0,0,0,39220,4667
@solid-primitives/keyboard,solidjs-community/solid-primitives,103741.0,4,1,1087,553
@pothos/plugin-complexity,hayes/pothos,72421.0,2,4,2199,981
@chakra-ui/react-env,chakra-ui/chakra-ui,21677648.0,2,4,36203,6647
@dcloudio/webpack-uni-mp-loader,dcloudio/uni-app,220032.0,0,0,39220,4667
angular2-draggable,xieziyu/angular2-draggable,1059581.0,1,0,292,257
react-view-pager,souporserious/react-view-pager,1541545.0,9,24,292,74
@types/react-pointable,DefinitelyTyped/DefinitelyTyped,496185.0,1,0,46776,66341
react-native-appstate-hook,amrlabib/react-native-appstate-hook,281155.0,2,0,116,21
@discordjs/ws,discordjs/discord.js,1528428.0,9,19,24635,9363
@astro-community/astro-embed-twitter,delucis/astro-embed,39654.0,2,0,121,90
@kongponents/kpop,Kong/kongponents,26581.0,5,0,119,2063
grunt-contrib-qunit,gruntjs/grunt-contrib-qunit,886149.0,3,7,213,206
azure-arm-commerce,azure/azure-sdk-for-node,368514.0,2,0,1187,5209
react-photo-view,MinJieLiu/react-photo-view,184241.0,2,7,1317,176
@zeit/ncc,zeit/ncc,1521867.0,0,90,8805,1160
react-native-modal-popover,doomsower/react-native-modal-popover,211483.0,4,16,309,103
@nextui-org/use-is-mounted,nextui-org/nextui,103324.0,1,0,18670,2023
expo-image-manipulator,expo/expo,2302854.0,2,1,28137,26977
is-number,jonschlinkert/is-number,3686890709.0,0,4,245,36
github-release-notes,github-tools/github-release-notes,185835.0,19,31,873,317
serverless-next.js,danielcondemarin/serverless-next.js,47559.0,10,0,4373,2583
webpack,webpack/webpack,1373431202.0,24,73,64020,16421
chart.piecelabel.js,emn178/Chart.PieceLabel.js,278112.0,1,0,597,146
@unocss/runtime,unocss/unocss,41976.0,3,0,15114,3134
vegas,jaysalvat/vegas,60573.0,0,20,1801,203
@hapi/lab,hapijs/lab,1004745.0,18,8,738,1070
@strapi/plugin-sentry,strapi/strapi,377685.0,9,6,59316,18696
@bitgo/sdk-coin-celo,BitGo/BitGoJS,320731.0,13,2,341,4336
@nextui-org/spinner,nextui-org/nextui,130247.0,6,0,18670,2023
@unlighthouse/core,harlan-zw/unlighthouse,102611.0,37,6,3484,178
@types/parse-torrent-file,DefinitelyTyped/DefinitelyTyped,83656.0,1,0,46776,66341
v8-profiler,node-inspector/v8-profiler,103231.0,2,5,1129,137
@fontsource/cairo,fontsource/font-files,26112.0,0,0,110,62
backburner.js,BackburnerJS/backburner.js,208383.0,0,19,396,409
yocto-queue,sindresorhus/yocto-queue,1321397544.0,0,3,320,5
react-inline-css,RickWong/react-inline-css,50711.0,1,12,170,56
ngx-materialize,sherweb/ngx-materialize,26004.0,9,0,315,380
@types/react-speech-recognition,DefinitelyTyped/DefinitelyTyped,542852.0,1,0,46776,66341
@dicebear/pixel-art-neutral,dicebear/dicebear,106567.0,1,5,6413,307
angular-aside,dbtek/angular-aside,61385.0,1,22,190,55
@ryangjchandler/spruce,ryangjchandler/spruce,41638.0,1,11,909,56
@tabler/icons-vue,tabler/tabler-icons,56282.0,2,5,17029,971
@types/init-package-json,DefinitelyTyped/DefinitelyTyped,54284.0,0,0,46776,66341
@lexical/link,facebook/lexical,5311796.0,2,0,16955,5241
@backstage/plugin-catalog-unprocessed-entities,backstage/backstage,29324.0,12,4,25846,22385
@appium/doctor,appium/appium,30908.0,11,0,17687,19131
tailwindcss-multi-theme,estevanmaito/tailwindcss-multi-theme,122568.0,1,26,521,103
babel-polyfill,babel/babel,94862527.0,2,0,42821,15604
@types/sjcl,DefinitelyTyped/DefinitelyTyped,1346426.0,0,0,46776,66341
itk-image-io,InsightSoftwareConsortium/itk-wasm,46425.0,1,0,174,1097
vue-cookie-law,apertureless/vue-cookie-law,429364.0,1,56,377,83
@scullyio/scully-plugin-puppeteer,scullyio/scully,167459.0,3,0,2557,1658
@types/crc,DefinitelyTyped/DefinitelyTyped,835610.0,1,0,46776,66341
express-limiter,ded/express-limiter,1087265.0,0,9,421,40
@rjsf/fluent-ui,rjsf-team/react-jsonschema-form,37916.0,6,27,13528,4038
@itwin/map-layers-auth,iTwin/itwinjs-core,89453.0,1,21,561,5498
brfs,substack/brfs,60886155.0,4,4,559,99
react-clock,wojtekmaj/react-clock,4017722.0,7,15,302,221
@nodert-win10-au/windows.ui.notifications,NodeRT/NodeRT,42343.0,1,0,650,168
@bentley/ecschema-locaters,imodeljs/imodeljs,29760.0,2,17,561,5500
@mongosh/async-rewriter2,mongodb-js/mongosh,369361.0,6,6,290,1871
http-proxy-rules,donasaur/http-proxy-rules,258895.0,0,5,123,17
@equinor/eds-core-react,equinor/design-system,318543.0,10,42,113,3304
grunt-requirejs,asciidisco/grunt-requirejs,111234.0,6,9,299,117
wireit,google/wireit,972143.0,5,26,5276,1068
autodux,ericelliott/autodux,34120.0,2,17,590,252
@types/prelude-ls,DefinitelyTyped/DefinitelyTyped,1532141.0,0,0,46776,66341
select-woo,woocommerce/selectWoo,24228.0,2,19,118,51
@types/hard-source-webpack-plugin,DefinitelyTyped/DefinitelyTyped,278645.0,1,0,46776,66341
@d3fc/d3fc-axis,d3fc/d3fc,268168.0,5,0,1247,1806
@textlint/markdown-to-ast,textlint/textlint,6171729.0,9,9,2729,1352
compress-images,Yuriy-Svetlov/compress-images,179986.0,15,2,580,71
@itwin/core-webpack-tools,iTwin/itwinjs-core,287490.0,10,20,561,5498
@bufbuild/connect-fastify,connectrpc/connect-es,68036.0,4,0,1176,973
vue-drag-drop,cameronhimself/vue-drag-drop,779973.0,1,20,495,101
react-verification-input,andreaswilli/react-verification-input,918174.0,2,40,197,130
object-delete-key,codsen/codsen,30328.0,4,0,176,91
@supabase/auth-helpers-react,supabase/auth-helpers,871519.0,1,10,866,744
web-highlighter,alienzhou/web-highlighter,56949.0,0,42,811,115
ace-code,ajaxorg/ace,29623.0,0,8,26309,5311
@sentio/aptos,aptos-labs/aptos-core,43268.0,5,19,5714,12457
purgecss-from-html,FullHuman/purgecss,2105515.0,2,0,7631,1191
@types/jquery-mockjax,DefinitelyTyped/DefinitelyTyped,388673.0,1,0,46776,66341
@talend/bootstrap-sass,Talend/ui,33003.0,0,3,148,5228
react-native-common-date-picker,lchenfox/react-native-common-date-picker,23708.0,0,0,115,24
round-slider,soundar24/roundSlider,116350.0,1,0,263,127
langsmith,langchain-ai/langsmith-sdk,343370.0,5,22,271,513
@coders-tm/vue-number-format,coders-tm/vue-number-format,83912.0,0,37,103,68
@tarojs/components-rn,NervJS/taro,66467.0,20,19,34506,14603
@clayui/localized-input,liferay/clay,26168.0,10,0,205,5779
react-rewards,thedevelobear/react-rewards,700363.0,2,33,1480,100
@egjs/vue-flicking,naver/egjs-flicking,482981.0,2,19,2634,831
remarkable,jonschlinkert/remarkable,33696940.0,2,16,5657,428
@next/swc-linux-arm64-musl,vercel/next.js,96777366.0,0,0,119092,40391
protractor-http-mock,atecarlos/protractor-http-mock,319888.0,1,9,174,128
opentelemetry-instrumentation-kafkajs,aspecto-io/opentelemetry-ext-js,1886873.0,3,10,166,260
@slicemachine/adapter-nuxt,prismicio/slice-machine,26430.0,14,21,275,1317
@nlpjs/lang-hu,axa-group/nlp.js,439827.0,1,0,6032,1368
typeface-raleway,KyleAMathews/typefaces,123503.0,0,0,2598,232
@aries-framework/indy-vdr,hyperledger/aries-framework-javascript,25355.0,3,8,228,1757
@nextui-org/navbar,nextui-org/nextui,111897.0,17,0,18670,2023
@refinedev/react-table,refinedev/refine,35923.0,5,9,23003,5483
@rematch/persist,rematch/rematch,450957.0,3,1,8452,963
tinify,tinify/tinify-nodejs,783031.0,2,8,408,48
tencentcloud-sdk-nodejs-common,tencentcloud/tencentcloud-sdk-nodejs,484314.0,7,14,345,147
@toast-ui/editor-plugin-uml,nhn/tui.editor,29937.0,1,2,16687,3191
jsonh,WebReflection/JSONH,111454.0,0,0,633,18
@types/npmcli__ci-detect,DefinitelyTyped/DefinitelyTyped,58268.0,0,0,46776,66341
@roots/bud-dashboard,roots/bud,287659.0,3,6,311,2561
@uniswap/sdk-core,Uniswap/uniswap-sdk-core,2432943.0,6,3,116,116
sander,rich-harris/sander,10877860.0,3,4,118,23
@thirdweb-dev/react-native-compat,thirdweb-dev/js,140737.0,9,9,290,2484
animated-number-vue,Leocardoso94/animated-number-vue,295162.0,2,9,206,100
@types/connect-sqlite3,DefinitelyTyped/DefinitelyTyped,24770.0,1,0,46776,66341
